cell_type,count,percentage
Inh L5-6 PVALB GAPDHP60,17,0.214565
Inh L5-6 PVALB KCNIP2,7,0.0883504
Inh L5-6 PVALB MEPE,26,0.328159
Inh L5-6 PVALB SST CRHR2,24,0.302916
Inh L5-6 PVALB ZFPM2-AS1,33,0.416509
Inh L5-6 SST BEAN1,2,0.0252430
Inh L5-6 SST C4orf26,7,0.0883504
Inh L5-6 SST DNAJC14,2,0.0252430
Inh L5-6 SST FBN2,17,0.214565
Inh L5-6 SST ISX,31,0.391266
Inh L5-6 SST KLHL1,16,0.201944
Inh L5-6 SST PAWR,17,0.214565
Inh L5-6 SST PIK3CD,13,0.164079
Inh L5-6 VIP COL4A3,2,0.0252430
Inh L6 SST TH,8,0.100972
Micro L1-6 TYROBP CD74,15,0.189322
Oligo L2-6 OPALIN FTH1P3,334,4.21557
Oligo L2-6 OPALIN MAP6D1,40,0.504859
Oligo L3-6 OPALIN ENPP6,67,0.845639
Oligo L3-6 OPALIN LRP4-AS1,31,0.391266
OPC L1-6 PDGFRA COL20A1,44,0.555345
VLMC L1-5 PDGFRA COLEC12,9,0.113593
