cell_type,count,percentage
Inh L1-6 PVALB COL15A1,52,0.657479
Inh L1-6 SST NPY,5,0.0632191
Inh L1-6 VIP SLC7A6OS,1,0.0126438
Inh L2 PAX6 FREM2,14,0.177014
Inh L2 PVALB FRZB,3,0.0379315
Inh L2 VIP SLC6A16,36,0.455178
Inh L2-3 SST NMU,36,0.455178
Inh L2-5 PVALB HHIPL1,37,0.467821
Inh L2-5 PVALB RPH3AL,337,4.26097
Inh L2-5 VIP SOX11,11,0.139082
Inh L3 PVALB SAMD13,95,1.20116
Inh L3-5 PVALB ISG20,18,0.227589
Inh L3-5 SST GGTLC3,72,0.910355
Inh L3-5 SST OR5AH1P,15,0.189657
Inh L3-5 VIP HS3ST3A1,8,0.101151
Inh L3-5 VIP IGDCC3,35,0.442534
Inh L3-5 VIP TAC3,20,0.252876
Inh L3-6 PAX6 LINC01497,7,0.0885068
Inh L3-6 VIP ZIM2-AS1,10,0.126438
Inh L5 PVALB LRIG3,42,0.531041
Inh L5 SST RPL35AP11,48,0.606904
Inh L5-6 LAMP5 CRABP1,61,0.771273
Inh L5-6 PVALB FAM150B,9,0.113794
Inh L5-6 PVALB GAPDHP60,4,0.0505753
Inh L5-6 PVALB KCNIP2,12,0.151726
Inh L5-6 PVALB MEPE,11,0.139082
Inh L5-6 PVALB SST CRHR2,24,0.303452
Inh L5-6 PVALB ZFPM2-AS1,26,0.328739
Inh L5-6 SST BEAN1,5,0.0632191
Inh L5-6 SST C4orf26,7,0.0885068
Inh L5-6 SST ISX,4,0.0505753
Inh L5-6 SST KLHL1,13,0.164370
Inh L5-6 SST PAWR,9,0.113794
Inh L5-6 SST PIK3CD,17,0.214945
Inh L6 SST TH,6,0.0758629
Micro L1-6 TYROBP CD74,3,0.0379315
Oligo L2-6 OPALIN FTH1P3,104,1.31496
Oligo L2-6 OPALIN MAP6D1,102,1.28967
Oligo L3-6 OPALIN ENPP6,21,0.265520
Oligo L3-6 OPALIN LRP4-AS1,9,0.113794
OPC L1-6 PDGFRA COL20A1,14,0.177014
VLMC L1-5 PDGFRA COLEC12,26,0.328739
