cell_type,count,percentage
Inh L2-5 VIP SOX11,6,0.0745990
Inh L3 PVALB SAMD13,150,1.86498
Inh L3-5 PVALB ISG20,21,0.261097
Inh L3-5 SST GGTLC3,127,1.57901
Inh L3-5 SST OR5AH1P,13,0.161631
Inh L3-5 VIP HS3ST3A1,10,0.124332
Inh L3-5 VIP IGDCC3,27,0.335696
Inh L3-5 VIP TAC3,31,0.385428
Inh L3-6 PAX6 LINC01497,9,0.111899
Inh L3-6 VIP UG0898H09,11,0.136765
Inh L3-6 VIP ZIM2-AS1,15,0.186498
Inh L5 PVALB LRIG3,55,0.683824
Inh L5 SST RPL35AP11,113,1.40495
Inh L5-6 LAMP5 CRABP1,87,1.08169
Inh L5-6 PVALB FAM150B,11,0.136765
Inh L5-6 PVALB GAPDHP60,14,0.174064
Inh L5-6 PVALB KCNIP2,12,0.149198
Inh L5-6 PVALB MEPE,20,0.248663
Inh L5-6 PVALB SST CRHR2,26,0.323262
Inh L5-6 PVALB ZFPM2-AS1,64,0.795723
Inh L5-6 SST BEAN1,5,0.0621659
Inh L5-6 SST C4orf26,10,0.124332
Inh L5-6 SST DNAJC14,6,0.0745990
Inh L5-6 SST FBN2,4,0.0497327
Inh L5-6 SST ISX,29,0.360562
Inh L5-6 SST KLHL1,20,0.248663
Inh L5-6 SST PAWR,12,0.149198
Inh L5-6 SST PIK3CD,7,0.0870322
Inh L5-6 VIP COL4A3,2,0.0248663
Inh L6 SST TH,10,0.124332
Micro L1-6 TYROBP CD74,15,0.186498
Oligo L2-6 OPALIN FTH1P3,425,5.28410
Oligo L2-6 OPALIN MAP6D1,45,0.559493
Oligo L3-6 OPALIN ENPP6,66,0.820589
Oligo L3-6 OPALIN LRP4-AS1,26,0.323262
OPC L1-6 PDGFRA COL20A1,54,0.671391
VLMC L1-5 PDGFRA COLEC12,18,0.223797
